image,method,MSE,PSNR,SSIM,Wasserstein,Latent_MSE,diag_mean_purity
IM-0010-0001.jpeg,amplitude,340.890625,22.804653032199923,0.9079598113474168,5.3046875,0.0,
IM-0010-0001.jpeg,entangled_angle,6454.98046875,10.031854283362588,0.5023945330460704,68.47265625,0.04883961075311804,0.6712916224007743
IM-0011-0001-0001.jpeg,basis,5519.4140625,10.711873851187239,0.7215938106012468,62.53125,0.11830118231982184,
IM-0011-0001-0001.jpeg,angle,497.29296875,21.164680421035385,0.9042469267341243,3.91796875,2.099263639382087e-32,
IM-0011-0001-0001.jpeg,dense_angle,497.29296875,21.164680421035385,0.9042469267341243,3.91796875,1.5407439555097887e-33,
IM-0011-0001-0001.jpeg,iqp,5718.45703125,10.558014987200215,0.374668461463055,55.23046875,0.28301389662297927,0.5061972033182961
IM-0011-0001-0001.jpeg,amplitude,497.29296875,21.164680421035385,0.9042469267341243,3.91796875,0.0,
IM-0011-0001-0001.jpeg,entangled_angle,6872.95703125,9.759367320977058,0.519877662533148,74.22265625,0.04024398634597043,0.7187665353067194
IM-0011-0001-0002.jpeg,basis,5716.25390625,10.559688497002977,0.564434710730893,61.23828125,0.10976553221096835,
IM-0011-0001-0002.jpeg,angle,939.11328125,18.403623783415004,0.7728309087303719,10.05078125,3.004450713244088e-32,
IM-0011-0001-0002.jpeg,dense_angle,939.11328125,18.403623783415004,0.7728309087303719,10.05078125,1.6370404527291505e-33,
IM-0011-0001-0002.jpeg,iqp,10618.44921875,7.870192664311018,0.41824614699994334,94.30078125,0.3766720080376277,0.5054243849695345
IM-0011-0001-0002.jpeg,amplitude,939.11328125,18.403623783415004,0.7728309087303719,10.05078125,0.0,
IM-0011-0001-0002.jpeg,entangled_angle,6583.58203125,9.946181096363118,0.4748417781078893,69.49609375,0.039369831056416754,0.7228859573824691
IM-0011-0001.jpeg,basis,2547.7890625,14.069168919865579,0.7407684249514819,33.4453125,0.11809048441466366,
IM-0011-0001.jpeg,angle,625.24609375,20.170293737290557,0.847208359009343,4.17578125,3.871119188218344e-32,
IM-0011-0001.jpeg,dense_angle,625.24609375,20.170293737290557,0.847208359009343,4.17578125,1.7333369499485123e-33,
IM-0011-0001.jpeg,iqp,3493.08984375,12.698706048486244,0.6158106117564042,20.88671875,0.25707375581375846,0.5073290073049009
IM-0011-0001.jpeg,amplitude,625.24609375,20.170293737290557,0.847208359009343,4.17578125,0.0,
IM-0011-0001.jpeg,entangled_angle,5434.078125,10.779544829486259,0.5275022368908027,63.1484375,0.034947496109577286,0.7340071962464367
IM-0013-0001.jpeg,basis,1916.8125,15.305007280096305,0.7936945522630826,25.9765625,0.10863067296096904,
IM-0013-0001.jpeg,angle,500.36328125,21.137949290224128,0.8661449920767814,5.64453125,4.239453290082403e-32,
IM-0013-0001.jpeg,dense_angle,500.36328125,21.137949290224128,0.8661449920767814,5.64453125,6.861125426879528e-33,
IM-0013-0001.jpeg,iqp,10377.51953125,7.969868014426371,0.40900541559477277,90.40234375,0.3569246836306451,0.5118080009423913
IM-0013-0001.jpeg,amplitude,500.36328125,21.137949290224128,0.8661449920767814,5.64453125,4.092601131822876e-34,
IM-0013-0001.jpeg,entangled_angle,7205.41796875,9.554211826218827,0.43709355162958546,72.63671875,0.04654398649736337,0.6823011040187218
IM-0015-0001.jpeg,basis,6164.42578125,10.231877327583977,0.5605186691397767,73.23046875,0.11018084782739104,
IM-0015-0001.jpeg,angle,513.35546875,21.026621679678918,0.8013868419402725,5.40234375,3.4088960015654075e-32,
